price	name	product_name	strength	pack_size	form	scientificName	scientific_category	consumer_category	company	route	description	imageUrl
102.0	تشوليروس 10 مجم 21 أقراص	تشوليروس	10 مجم	21	أقراص	روزوفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/cholerose-10-mg-21-tablets-841900.jpg?v=1698896694
132.0	تشوليروس 20 مجم 21 أقراص	تشوليروس	20 مجم	21	أقراص	روزوفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/cholerose-20-mg-21-tablets-929387.jpg?v=1731670372
172.0	تشوليروس بلوس 10/10 مجم 28 أقراص	تشوليروس بلوس	10/10 مجم	28	أقراص	إيزيتيميب + روزوفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/cholerose-plus-10-mg-10-mg-28-tablets-827599.jpg?v=1691500555
120.0	تشوليروس بلوس 5/10 مجم 28 أقراص	تشوليروس بلوس	5/10 مجم	28	أقراص	إيزيتيميب + روزوفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/cholerose-plus-10-mg-10-mg-28-tablets-827599.jpg?v=1691500555
237.0	سياليس 20 مجم 2 أقراص	سياليس	20 مجم	2	أقراص	تادالافيل	منشط جنسي	صحة الرجل	إيلي ليلي	فموي صلب	يدعم الأداء الجنسي لدى الرجال ويعالج ضعف الانتصاب.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/cialis-20-mg-2-tablets-611209.jpg?v=1711581825
474.0	سياليس 20 مجم 4 أقراص	سياليس	20 مجم	4	أقراص	تادالافيل	منشط جنسي	صحة الرجل	إيلي ليلي	فموي صلب	يدعم الأداء الجنسي لدى الرجال ويعالج ضعف الانتصاب.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/cialis-20-mg-4-tablets-210686.jpg?v=1687732230
60.0	سيداميكس 250 مجم 20 أقراص	سيداميكس	250 مجم	20	أقراص	أسيتازولاميد	مدر بول - مثبط الأنهيدراز الكربوني	القلب والضغط	سيد	فموي صلب	مدر للبول يُستخدم أيضًا لخفض ضغط العين وعلاج دوار المرتفعات.	https://demov2.egypt.dawatech.com/web/image/product.template/14751/image_1920
11.0	سيدوفاج 500 مجم 10 أقراص	سيدوفاج	500 مجم	10	أقراص	ميتفورمين هيدروكلوريد	بيجوانيد (ميتفورمين)	السكري	سيد	فموي صلب	دواء أساسي للسكري يخفض سكر الدم بتحسين استجابة الجسم للأنسولين.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/cidophage-500-mg-500-tablets-344386.jpg?v=1718545686
277.0	سيناكالسيت 30 مجم 10 أقراص	سيناكالسيت	30 مجم	10	أقراص	سيناكالسيت	محاكٍ للكالسيوم	المسالك البولية والكلى	إيجبي > فارماكار	فموي صلب	يضبط ارتفاع هرمون الغدة الجار درقية ومستوى الكالسيوم، خاصة في أمراض الكلى.	https://demov2.egypt.dawatech.com/web/image/product.template/3856/image_1920
232.0	سيبرام 20 مجم 28 أقراص	سيبرام	20 مجم	28	أقراص	سيتالوبرام	مضادات الاكتئاب	الصحة النفسية	هلوندبيك أس دينمارك > مولتيفارما	فموي صلب	يعالج الاكتئاب والقلق عن طريق موازنة كيمياء المخ لتحسين المزاج. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/6346/image_1920
21.0	سيبروسين 0.3% مرهم 5 جم	سيبروسين	0.3%	5 جم	مرهم	سيبروفلوكساسين	مضاد حيوي كينولون	المضادات الحيوية	إييبيكو	عيني	مضاد حيوي واسع المدى لعلاج التهابات المسالك البولية والصدر والأمعاء وغيرها.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/ciprocin-03-eye-ointment-5-gm-5289640.jpg?v=1760730884
63.0	سيبروفلوكساسينامرييا 500 مجم 10 أقراص	سيبروفلوكساسينامرييا	500 مجم	10	أقراص	سيبروفلوكساسين	مضاد حيوي كينولون	المضادات الحيوية	إيوروبين إيجيبتيان فارم إيند	فموي صلب	مضاد حيوي واسع المدى لعلاج التهابات المسالك البولية والصدر والأمعاء وغيرها.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/ciprofloxacin-500-mg-10-tablets-518338.jpg?v=1687635258
63.0	سيبروفلوكساسينورجانو 500 مجم 10 أقراص	سيبروفلوكساسينورجانو	500 مجم	10	أقراص	سيبروفلوكساسين	مضاد حيوي كينولون	المضادات الحيوية	أورجانوفارما > أورجانو	فموي صلب	مضاد حيوي واسع المدى لعلاج التهابات المسالك البولية والصدر والأمعاء وغيرها.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/ciprofloxacin-500-mg-10-tablets-518338.jpg?v=1687635258
89.0	سيبروفلوكساسينورجانو 750 مجم 10 أقراص	سيبروفلوكساسينورجانو	750 مجم	10	أقراص	سيبروفلوكساسين	مضاد حيوي كينولون	المضادات الحيوية	أورجانوفارما > أورجانو	فموي صلب	مضاد حيوي واسع المدى لعلاج التهابات المسالك البولية والصدر والأمعاء وغيرها.	https://demov2.egypt.dawatech.com/web/image/product.template/10502/image_1920
62.0	سيبروماكس 500 مجم 10 أقراص	سيبروماكس	500 مجم	10	أقراص	سيبروفلوكساسين	مضاد حيوي كينولون	المضادات الحيوية	سبيماكو > سبيماكويجيبت	فموي صلب	مضاد حيوي واسع المدى لعلاج التهابات المسالك البولية والصدر والأمعاء وغيرها.	https://demov2.egypt.dawatech.com/web/image/product.template/14084/image_1920
180.0	سيتالو 40 مجم 30 أقراص	سيتالو	40 مجم	30	أقراص	سيتالوبرام	مضادات الاكتئاب	الصحة النفسية	ديلتا فارما	فموي صلب	يعالج الاكتئاب والقلق عن طريق موازنة كيمياء المخ لتحسين المزاج. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/6140/image_1920
53.0	سيتالوميب 20 مجم 7 أقراص	سيتالوميب	20 مجم	7	أقراص	إيسيتالوبرام	مضادات الاكتئاب	الصحة النفسية	ميباكو	فموي صلب	يعالج الاكتئاب والقلق عن طريق موازنة كيمياء المخ لتحسين المزاج. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/15925/image_1920
70.0	سيتابرونيكس 10 مجم 14 أقراص	سيتابرونيكس	10 مجم	14	أقراص	إيسيتالوبرام	مضادات الاكتئاب	الصحة النفسية	تشيميفارم	فموي صلب	يعالج الاكتئاب والقلق عن طريق موازنة كيمياء المخ لتحسين المزاج. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/11977/image_1920
62.0	سيتابرونيكس 5 مجم 14 أقراص	سيتابرونيكس	5 مجم	14	أقراص	إيسيتالوبرام	مضادات الاكتئاب	الصحة النفسية	تشيميفارم	فموي صلب	يعالج الاكتئاب والقلق عن طريق موازنة كيمياء المخ لتحسين المزاج. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/12655/image_1920
72.0	كلاريثرو 250 مجم 14 أقراص	كلاريثرو	250 مجم	14	أقراص	كلاريثرومايسين	مضاد حيوي ماكروليد	المضادات الحيوية	أمرييا > فاركو ب	فموي صلب	مضاد حيوي لعلاج التهابات الصدر والحلق والجيوب الأنفية والجلد، وخيار شائع لمن لديه حساسية من البنسلين.	https://demov2.egypt.dawatech.com/web/image/product.template/14676/image_1920
58.0	كلير اير تشيوابل 4 مجم 14 أقراص	كلير اير تشيوابل	4 مجم	14	أقراص	مونتيلوكاست	مضاد الليكوترين للربو	الربو والتنفس	أماون	فموي صلب	يمنع نوبات الربو ويخفف أعراض حساسية المجاري التنفسية.	https://demov2.egypt.dawatech.com/web/image/product.template/14907/image_1920
37.0	كلير اير 4 مجم 7 أكياس	كلير اير	4 مجم	7	أكياس	مونتيلوكاست	مضاد الليكوترين للربو	الربو والتنفس	أماون	فوار	يمنع نوبات الربو ويخفف أعراض حساسية المجاري التنفسية.	https://demov2.egypt.dawatech.com/web/image/product.template/17403/image_1920
75.0	كليندام 300 مجم 16 كبسولات	كليندام	300 مجم	16	كبسولات	كليندامايسين	مضاد حيوي - لينكومايسين	المضادات الحيوية	سيجما > أوكتوبير فارما	فموي صلب	مضاد حيوي للعدوى البكتيرية الشديدة، منها التهابات العظام والجلد والأسنان.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/clindam-300-mg-16-capsules-425500.jpg?v=1687635262
6.5	كليوسون كريم 15 جم	كليوسون		15 جم	كريم	بيتاميثازون + كليوكوينول	كورتيزون مع مضاد فطريات	العناية بالبشرة	فاروفارما	موضعي	يجمع الكورتيزون مع مضاد للفطريات لعلاج العدوى الفطرية الجلدية المصحوبة بحكة والتهاب.	https://demov2.egypt.dawatech.com/web/image/product.template/18707/image_1920
6.5	كلوكسيد 30 كبسولات	كلوكسيد		30	كبسولات	كلورديازيبوكسيد + كليدينيوم بروميد	علاج القولون العصبي	المعدة والهضم	إيفا فارما	فموي صلب	يخفف التقلصات والتشنجات وآلام القولون العصبي المتهيّج.	https://demov2.egypt.dawatech.com/web/image/product.template/18701/image_1920
16.2	كو أفازير إيي معلق 10 مل	كو أفازير إيي		10 مل	معلق	ديكساميثازون + توبراميسين	مضاد حيوي مع كورتيزون	المضادات الحيوية	أورتشيديا فارماسيوتيكال إندستريز > أورتشيديا	فموي سائل	يجمع مضادًا حيويًا مع الكورتيزون لعلاج العدوى والالتهاب معًا.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/co-avazir-eye-drops-10-ml-352891.jpg?v=1707748796
27.0	كوديلار شراب 120 مل	كوديلار		120 مل	شراب	كلورفينيرامين + ديكستروميثورفان + فينيليفرين	مضاد للسعال الجاف	البرد والسعال	إيل نيل	فموي سائل	يهدّئ السعال الجاف المزعج غير المصحوب ببلغم.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/codilar-syrup-120-ml-722991.jpg?v=1734010092
67.0	كولوسالازينيس 500 مجم 20 أقراص	كولوسالازينيس	500 مجم	20	أقراص	سولفاسالازين	علاج التهاب القولون التقرحي	المعدة والهضم	أليكساندريا > أكديما إنترناشيونال ترادينج	فموي صلب	يقلل التهاب الأمعاء لعلاج والسيطرة على التهاب القولون التقرحي.	https://demov2.egypt.dawatech.com/web/image/product.template/12208/image_1920
63.0	كولوفاتيل 30 أقراص	كولوفاتيل		30	أقراص	ميبيفيرين + سولبيريد	مضاد للتقلصات	المعدة والهضم	ماش بريميير	فموي صلب	يخفف تقلصات وتشنجات المعدة والأمعاء.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/colovatil-30-tablets-252499.jpg?v=1687732295
78.0	كولوفيرين 135 مجم 30 أقراص	كولوفيرين	135 مجم	30	أقراص	ميبيفيرين	مضاد للتقلص - القولون العصبي	المعدة والهضم	تشيميفارم	فموي صلب	يخفف تقلصات وتشنجات وآلام البطن في متلازمة القولون العصبي.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/coloverin-135-mg-30-tablets-566314.jpg?v=1687732296
99.0	كولوفيرين أ 30 أقراص	كولوفيرين أ		30	أقراص	كلورديازيبوكسيد + ميبيفيرين	علاج القولون العصبي	المعدة والهضم	تشيميفارم	فموي صلب	يخفف التقلصات والتشنجات وآلام القولون العصبي المتهيّج.	https://demov2.egypt.dawatech.com/web/image/product.template/9742/image_1920
105.0	كولوفيرين د 30 أقراص	كولوفيرين د		30	أقراص	ديميثيكون + ميبيفيرين	مضاد للتقلصات والانتفاخ	المعدة والهضم	تشيميفارم	فموي صلب	يخفف تقلصات الأمعاء مع الانتفاخ والغازات.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/coloverin-d-30-tablets-648233.jpg?v=1687732296
63.0	كولوفيرين سر 200 مجم 30 كبسولات	كولوفيرين سر	200 مجم	30	كبسولات	ميبيفيرين	مضاد للتقلص - القولون العصبي	المعدة والهضم	تشيميفارم	فموي صلب	يخفف تقلصات وتشنجات وآلام البطن في متلازمة القولون العصبي.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/coloverin-sr-200-mg-30-capsules-865465.jpg?v=1739275152
99.0	كونكور 10 مجم 30 أقراص	كونكور	10 مجم	30	أقراص	بيسوبرولول فومارات	حاصر بيتا انتقائي	القلب والضغط	أماون > ميرك كجاا فرجيرماني	فموي صلب	يخفض ضغط الدم ويبطئ ضربات القلب السريعة ويقلل العبء على القلب.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/concor-10-mg-30-tablets-768780.jpg?v=1687635266
72.0	كونكور 5 مجم 30 أقراص	كونكور	5 مجم	30	أقراص	بيسوبرولول فومارات	حاصر بيتا انتقائي	القلب والضغط	أماون > ميرك كجاا فرجيرماني	فموي صلب	يخفض ضغط الدم ويبطئ ضربات القلب السريعة ويقلل العبء على القلب.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/concor-5-mg-30-tablets-868718.jpg?v=1687635266
210.0	كونكور أملو 5/5 مجم 30 أقراص	كونكور أملو	5/5 مجم	30	أقراص	بيسوبرولول فومارات + أملوديبين	حاصر بيتا مع حاصر كالسيوم	القلب والضغط	ميرك > أماون	فموي صلب	تركيبة تخفض ضغط الدم وتضبط ضربات القلب وألم الصدر.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/concor-amlo-5-mg-5-mg-30-tablets-689892.jpg?v=1715232084
60.0	كونكور كور 2.5 مجم 30 أقراص	كونكور كور	2.5 مجم	30	أقراص	بيسوبرولول فومارات	حاصر بيتا انتقائي	القلب والضغط	أماون > ميرك كجاا فرجيرماني	فموي صلب	يخفض ضغط الدم ويبطئ ضربات القلب السريعة ويقلل العبء على القلب.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/concor-cor-25-mg-30-tablets-862754.jpg?v=1687635267
50.0	كونجيستال 20 أقراص	كونجيستال		20	أقراص	كلورفينيرامين + باراسيتامول (أسيتامينوفين) + سودوإيفيدرين	أدوية البرد	البرد والسعال	سيجما	فموي صلب	يخفف أعراض البرد والإنفلونزا المتعددة مثل الحرارة والألم والاحتقان وسيلان الأنف.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/congestal-20-tablets-948249.jpg?v=1687732348
44.0	كونجيستال شراب 120 مل	كونجيستال		120 مل	شراب	كلورفينيرامين + ديكستروميثورفان + باراسيتامول (أسيتامينوفين) + سودوإيفيدرين	أدوية البرد	البرد والسعال	سيجما	فموي سائل	يخفف أعراض البرد والإنفلونزا المتعددة مثل الحرارة والألم والاحتقان وسيلان الأنف.	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/Congestal_Syrup_120ml_1615x1615_e315d1b7-7aca-4beb-9b74-ab82e99a49d7.webp?v=1772267460
121.5	كونستيبريد 1 مجم 28 أقراص	كونستيبريد	1 مجم	28	أقراص	بروكالوبريد	ملين	المعدة والهضم	أندالاوس فارما	فموي صلب	يعالج الإمساك ويساعد على تسهيل حركة الأمعاء.	https://demov2.egypt.dawatech.com/web/image/product.template/8387/image_1920
185.75	كونستيبريد 2 مجم 28 أقراص	كونستيبريد	2 مجم	28	أقراص	بروكالوبريد	ملين	المعدة والهضم	أندالاوس فارما	فموي صلب	يعالج الإمساك ويساعد على تسهيل حركة الأمعاء.	https://demov2.egypt.dawatech.com/web/image/product.template/5890/image_1920
16.0	كونتافلو 20 أقراص	كونتافلو		20	أقراص	كلورفينيرامين + بروبيفينازون + سودوإيفيدرين	أدوية البرد	البرد والسعال	إييبيكو	فموي صلب	يخفف أعراض البرد والإنفلونزا المتعددة مثل الحرارة والألم والاحتقان وسيلان الأنف.	https://demov2.egypt.dawatech.com/web/image/product.template/18591/image_1920
120.0	كونتراهيستادين 20 مجم 30 أقراص	كونتراهيستادين	20 مجم	30	أقراص	بيلاستين	مضاد هيستامين - جيل ثانٍ	الحساسية	جلوبال أدفانسيد فارماسيوتيكالز (جاب)	فموي صلب	مضاد هيستامين قليل النعاس للعطس والحكة وسيلان الأنف والطفح التحسسي.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/contrahistadin-20-mg-20-tablets-7031478.jpg?v=1769221626
153.0	كونفاجران 100 مجم 30 كبسولات	كونفاجران	100 مجم	30	كبسولات	زونيساميد	مضاد للصرع - سلفوناميد	المخ والأعصاب	ماش بريميير	فموي صلب	يسيطر على نوبات الصرع.	https://demov2.egypt.dawatech.com/web/image/product.template/10875/image_1920
123.0	كونفاجران 50 مجم 30 كبسولات	كونفاجران	50 مجم	30	كبسولات	زونيساميد	مضاد للصرع - سلفوناميد	المخ والأعصاب	ماش بريميير	فموي صلب	يسيطر على نوبات الصرع.	https://demov2.egypt.dawatech.com/web/image/product.template/12240/image_1920
50.0	كونفيبان سكوريد 100 مجم 20 أقراص	كونفيبان سكوريد	100 مجم	20	أقراص	توبيراميت	مضاد للصرع - مشتق فركتوز	المخ والأعصاب	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يمنع نوبات الصرع ويُستخدم أيضًا للوقاية من الصداع النصفي.	https://demov2.egypt.dawatech.com/web/image/product.template/13844/image_1920
39.0	كونفيبان 25 مجم 30 أقراص	كونفيبان	25 مجم	30	أقراص	توبيراميت	مضاد للصرع - مشتق فركتوز	المخ والأعصاب	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يمنع نوبات الصرع ويُستخدم أيضًا للوقاية من الصداع النصفي.	https://demov2.egypt.dawatech.com/web/image/product.template/15262/image_1920
51.0	كونفيبان 50 مجم 30 أقراص	كونفيبان	50 مجم	30	أقراص	توبيراميت	مضاد للصرع - مشتق فركتوز	المخ والأعصاب	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يمنع نوبات الصرع ويُستخدم أيضًا للوقاية من الصداع النصفي.	https://demov2.egypt.dawatech.com/web/image/product.template/13755/image_1920
102.0	كوردارون سكوريد 200 مجم 30 أقراص	كوردارون سكوريد	200 مجم	30	أقراص	أميودارون	منظم ضربات القلب - فئة III	القلب والضغط	جلوبال نابي فارماسيوتيكالز > سانوفي	فموي صلب	يسيطر على اضطرابات نظم القلب الخطيرة ويحافظ على انتظام ضربات القلب.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/cordarone-200-mg-30-tablets-268137.jpg?v=1687635271
90.0	كوردو س بخاخ 60 مل	كوردو س		60 مل	بخاخ	إيثانول + كلورهيكسيدين ديجلوكونات + جرين تي + ألوي فيرا + ليكووريس + كاليندولا + بانثينول + جليسيرين	مطهر	المضادات الحيوية	ماكرو جروب فارماسيوتيكالز	بخاخ	ينظف ويطهّر الجلد أو الجروح أو الفم لمنع العدوى.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/cordo-spray-60-ml-614180.jpg?v=1723907210
16.0	كورتيلون 0.1 مجم 20 أقراص	كورتيلون	0.1 مجم	20	أقراص	فلودروكورتيسون	كورتيكوستيرويد	الحساسية	أماون	فموي صلب	دواء من نوع الكورتيزون يقلل الالتهاب والتورم وردود الفعل التحسسية في حالات متعددة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/cortilon-01-mg-20-tablets-714050.jpg?v=1713665104
48.0	كورتيبليكس ب أدولت أمبولات 3	كورتيبليكس ب أدولت		3	أمبولات	كورتيكودرينال إيكستراكت + فيتامين ب	مضاد للقيء	المعدة والهضم	جلوبال نابي فارماسيوتيكالز	حقن	يمنع ويخفف الغثيان والقيء.	https://demov2.egypt.dawatech.com/web/image/product.template/16148/image_1920
138.0	كوفابريندو 5/5 مجم 30 أقراص	كوفابريندو	5/5 مجم	30	أقراص	أملوديبين + بيريندوبريل	خافض ضغط مركّب - ACE مع حاصر كالسيوم	القلب والضغط	جلوبال نابي فارماسيوتيكالز	فموي صلب	دواء ضغط ثنائي المفعول يرخي الأوعية الدموية بآليتين مختلفتين.	https://demov2.egypt.dawatech.com/web/image/product.template/9398/image_1920
84.0	كوفيرسيل بلوس 5/1.25 مجم 15 أقراص	كوفيرسيل بلوس	5/1.25 مجم	15	أقراص	إنداباميد + بيريندوبريل	خافض ضغط مركّب - ACE مع مدر بول	القلب والضغط	سيرفيير	فموي صلب	يجمع دواء الضغط مع مدر للبول لسيطرة أقوى على الضغط.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/coversyl-plus-5-mg-125-mg-15-tablets-658074.jpg?v=1687635355
108.0	كريستوليب 10 مجم 30 أقراص	كريستوليب	10 مجم	30	أقراص	روزوفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	جلوبال نابي فارماسيوتيكالز	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/crestolip-10-mg-30-tablets-921864.jpg?v=1715232088
141.0	كريستوليب 20 مجم 30 أقراص	كريستوليب	20 مجم	30	أقراص	روزوفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	جلوبال نابي فارماسيوتيكالز	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/crestolip-20-mg-30-tablets-524425.jpg?v=1723907210
168.0	كريستوليب بلوس 10/10 مجم 30 أقراص	كريستوليب بلوس	10/10 مجم	30	أقراص	إيزيتيميب + روزوفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	جلوبال أدفانسيد فارماسيوتيكالز (جاب)	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/crestolip-10-mg-30-tablets-921864.jpg?v=1715232088
368.0	كريستور 10 مجم 28 أقراص	كريستور	10 مجم	28	أقراص	روزوفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	إيبر فارماسيوتيكالز إينكوربوراتيد > أسترا زينيكا	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/crestor-10-mg-28-tablets-126459.jpg?v=1687732349
182.0	كورام 12 أقراص	كورام		12	أقراص	أموكسيسيلين + حمض كلافولانيك	بنسلين مع مثبط بيتا لاكتاماز	المضادات الحيوية	ساندوز > نوفارتيس	فموي صلب	مضاد حيوي بنسليني واسع المدى لعلاج التهابات الصدر والحلق والأذن والمسالك البولية والأسنان.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/curam-1-gm-12-tablets-239379.jpg?v=1711234646
399.0	سيمبالتا 30 مجم 28 كبسولات	سيمبالتا	30 مجم	28	كبسولات	دولوكسيتين	مضادات الاكتئاب	الصحة النفسية	إيلي ليلي	فموي صلب	يعالج الاكتئاب والقلق عن طريق موازنة كيمياء المخ لتحسين المزاج. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/3297/image_1920
544.0	سيمبالتا 60 مجم 28 كبسولات	سيمبالتا	60 مجم	28	كبسولات	دولوكسيتين	مضادات الاكتئاب	الصحة النفسية	إيلي ليلي	فموي صلب	يعالج الاكتئاب والقلق عن طريق موازنة كيمياء المخ لتحسين المزاج. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/2209/image_1920
174.0	سيمباتيكس 20 مجم 30 كبسولات	سيمباتيكس	20 مجم	30	كبسولات	دولوكسيتين	مضادات الاكتئاب	الصحة النفسية	إيفا فارما	فموي صلب	يعالج الاكتئاب والقلق عن طريق موازنة كيمياء المخ لتحسين المزاج. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/6367/image_1920
228.0	سيمباتيكس 30 مجم 30 كبسولات	سيمباتيكس	30 مجم	30	كبسولات	دولوكسيتين	مضادات الاكتئاب	الصحة النفسية	إيفا فارما	فموي صلب	يعالج الاكتئاب والقلق عن طريق موازنة كيمياء المخ لتحسين المزاج. يُصرف بوصفة طبية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/cymbatex-30-mg-30-capsules-126234.jpg?v=1687732352
35.0	سينتشولين 20 كبسولات	سينتشولين		20	كبسولات	سينارا + ماجنيسيوم أوكسيد + مينثا	داعم للكبد	الكبد والمرارة	ميباكو	فموي صلب	يدعم ويحمي وظائف الكبد.	https://demov2.egypt.dawatech.com/web/image/product.template/18726/image_1920
123.0	سيستون 60 أقراص	سيستون		60	أقراص	أتشيرانثيس + سيبيروس + ديديموكاربوس + هاجرول ياهود بهاسما + أونوسما + روبياي + ساكسيفراجا + شيلاجيت + فيرنونيا	علاج التهاب المسالك البولية	المضادات الحيوية	هيمالايا دراج كومباني بانجالوريينديا > مولتيفارما	فموي صلب	يعالج التهابات المسالك البولية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/cystone-60-tablets-127886.jpg?v=1695659752
120.0	داكلافيروسيرل 60 مجم 28 أقراص	داكلافيروسيرل	60 مجم	28	أقراص	داكلاتاسفير	مضاد للفيروسات	مضادات الفيروسات	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يكافح العدوى الفيروسية ويساعد الجسم على التعافي.	https://demov2.egypt.dawatech.com/web/image/product.template/5333/image_1920
236.0	دافلون 500 مجم 30 أقراص	دافلون	500 مجم	30	أقراص	ديوسمين + هيسبيريدين	واقٍ للأوعية الدموية	البواسير والدوالي	سيرفيير	فموي صلب	يقوّي ويحمي جدران الأوعية الدموية لتقليل التسريب والتورم.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/daflon-500-mg-30-tablets-863352.jpg?v=1687635356
75.0	دافريكس 15 أقراص	دافريكس		15	أقراص	ديوسمين + هيسبيريدين	واقٍ للأوعية الدموية	البواسير والدوالي	إيجيفار	فموي صلب	يقوّي ويحمي جدران الأوعية الدموية لتقليل التسريب والتورم.	https://demov2.egypt.dawatech.com/web/image/product.template/11567/image_1920
48.0	داكتاكورت كريم 15 جم	داكتاكورت		15 جم	كريم	هيدروكورتيزون + ميكونازول	كورتيزون مع مضاد فطريات	العناية بالبشرة	مينا فارم > جانسين سيلاج	موضعي	يجمع الكورتيزون مع مضاد للفطريات لعلاج العدوى الفطرية الجلدية المصحوبة بحكة والتهاب.	https://demov2.egypt.dawatech.com/web/image/product.template/16687/image_1920
53.5	داكتارين أورال 2% جل 40 جم	داكتارين أورال	2%	40 جم	جل	ميكونازول	مضاد فطريات - إيميدازول	مضادات الفطريات	جانسين سيلاج > سوفيكوفارم	موضعي	يعالج العدوى الفطرية للجلد والأظافر والأغشية المخاطية.	https://demov2.egypt.dawatech.com/web/image/product.template/13629/image_1920
153.0	دانتريلاكس كومباوند 30 كبسولات	دانتريلاكس كومباوند		30	كبسولات	دانترولين + باراسيتامول (أسيتامينوفين)	باسط للعضلات الطرفية	القلب والضغط	تشيميفارم	فموي صلب	يخفف التصلب والتشنج العضلي الشديد.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/dantrelax-compound-30-capsules-421777.jpg?v=1687732353
116.0	دابوكستارد 60 مجم 6 أقراص	دابوكستارد	60 مجم	6	أقراص	دابوكسيتين	علاج سرعة القذف	صحة الرجل	اوج فارما	فموي صلب	يساعد على تأخير القذف لعلاج سرعة القذف.	https://demov2.egypt.dawatech.com/web/image/product.template/5779/image_1920
